target,text,reason,lang_reason
4,still up watching Harper's Island.im confused..looking forward to breakfast with my group tmr  - http://tweet.sg,,
0,Math exam tomorrow  --- AND histroy  ,,
0,Forums down. Bleh... Just when all the competition entries started getting really interesting. Hope this doesn't kill participation ,,
0,Had a great dinner w/ family~hubby leaving tomorrow for 6 days  I'm missing him already ,,
0,"@JULIE_MOORE Ooppss sorry, I'll behave myself now!! ",,
4,"Has been laid off, but that may open doors to bigger and better things. ",,
0,Hanging out on Catalina Island - what am i going to do next weekend when I can't visit this awesome place ,,
0,@AmyQcoocachoo ugh .. never go anywhere at that time of day when school lets out.   wine o'clock now?,,
4,Or am I just wishing for the impossible... lmao ,,
0,Watching Lethal Weapon... edited. ,,
4,@gawd0r LOL !  what do you use?,,
4,"@looneytunes happy homecoming!!! SO, SO happy for you guys ",,
4,"@nikobatallones Errr, well, I was walking so fast that the tension didn't exactly surface. Haha. ",,
4,@Kezia13uk Thank you for coming to watch  Glad you enjoyed it! x,,
0,@masmom oh thats a very serious condition ,,
0,@dquitmeyer Don't know if I could see it knowing only one of two cameos made it. 73' Oldsmobile is there but Campbell isn't?? *tsk* *tsk* ,,
4,Sleeping. Dreaming about a dork &lt;--- whale penis hahaha jk jk ,,
4,@airarowena wow . FAVORiTE GiRL ! haha . thanks .  misss uu . &lt;3uu . x| .,,
4,@rsiu0104 How did it go? Any freebie? ,,
4,@ellie1971 hehe you gave Jared the idea to create a twitter profile ;) so sweet ,,
4,"@ShruthiBalan Oh, right, thanks for giving me other perspective ",,
4,YES! REUNITED WITH MY PHONE! ,,
4,@Misskay86 oh man!! I'm so ready for bed!! LOL I'm thinking bubblies are needed to celebrate the first night in d's apartment!! ,,
4,yeah..!!! weekend ,,
4,"ammmmmm hahaha chating whit the sister of the one i like, ",,
0,@SLprettyyboyy lol!!!! u know what i meant shiiaatt gimmie a break had a long night ,,
4,@AlexAllTimeLow call me ;) 0448417513 ,,
0,"@angrya sounds like fun, i miss camping, none of my friends now are into it ",,
0,@JonathanRKnight If only u knew how hard Im tryin to call in to win VIP tics to ur show In june T-DOT.. I'll wish on a star tonight! ,,
4,@kittychix Um...that's a good question. Why are you going through this whole unnecessary ordeal? ,,
0,Apparently TwitPic is fail today ,,
4,@lindasmith247 Will take a look ,,
4,Done with my 1-hour-a-day practice for the day. Time to take a break ,,
0,"i'm all for supporting Iran, but I don't think I like green cats. ",,
4,http://twitpic.com/6iw59 My gf Denita ..Idk what she was doing ,,
0,Someone found someone else. I guess it wasnt meant to be ,,
4,Yah-hoo - got the 500 followers!! time for a cuppa and a chocolate digestive I think... ,,
4,"If he has a twitter, i wonder if they let gay guys have them, oops sorry perez hilton   .EllieBadge&lt;3",,
0,last day of bball camp  but then another one in july! ,,
4,wants to go to starbucks  i am so tired i wanna fo to bed ;),,
0,still working ,,
4,@tracecyrus http://twitpic.com/6ipnf - Hmmm YUM   btw why you have so many tatoos ? not like i hate it or anything lol x,,
0,@Angry_Betta i know!! I was so excited with the weather report today...then we didn't get anything ,,
0,wow  An Air France plane carrying at least 228 people from Brazil to France has gone missing over the Atlantic.,,
4,I just built Duia and Nas a sofa and now I'm going to build Duia's bed. ,,
4,I really need to find other people to follow....... ,,
4,Going to play MLB 2005 for now.... Can't wait for Octavia and Arthur to fight in Tears to Tiara.... Go Octavia! ,,
0,I miss UVgay ,non_english; ,non_english; 
4,Good morning ,duplicate_text; ,
0,FACT 1: iHate DirecTV OnDemand w/a passion that burns w/the white hot intensity of 1000 suns. FACT 2: iMiss Comcast. Like a lot ,,
4,@Priestly_B just saying HI in the twitter timeline! ,,
4,wow!! whisler BC is the place to be! staying at the 4 seasons..not enough shoppingh though ,,
0,So i guess i didnt leave myself enough time to get lost! Iv been walking for hours! I have blisters! ,,
4,@chunkofplastic mmm sauna house  It' FREEZING outsideee!,,
4,"@Bkk_Saluja i'm DYING to visit thailand, so hopefully 2010! why don't you meet me in India this fall? or better yet - the states?? ",,
0,Hersheypark was amazing.... SATs on Saturday  lots of studying!,,
4,shopping spree day. Yippee ,,
4,On my way to @wesleyshearer's for breakfast ,,
4,"again, again www.lisball.blogg.no ",,
0,pretty much an idiot. @jemesenslapluie my phone is on crack and only like half of your text showed up. im sorry im not much help ,,
0,Where is she twitter?! I have no-one to talk to. Must be too windy for my bus stop friend ,,
4,"@intelligensia Apparently I refuses to go down without a fight, I and her muleheadedness!! Jump up and do a jig that'll shake up yer day ",,
4,@kalmichael Me three! I R off that day too!   :: So excited!!! ::,,
0,@Jtothe hey! U only come here on wkends now ,,
4,Listening So far so great - demi lovato. It's the music from the opening series Sunny with a chance ,,
0,aw #save you by #simple plan makes me sad ,,
4,gooodnight twits  sweat dreams,,
0,hungover need food but got a washing machine for a stomach at mo aint a nice feeling  self inflicted DAM why did i drink yesterday,,
4,good morrnig!! just got out of the shower and now im gunna go eat and have a coffee!! peace out ,,
4,"@dda No, I kept the really loud one. ",,
0,Learned not to get on twitter when u come home @ 7am drunk. bad news. ,,
4,@StellarMeredith Thanks for watching!  Really appreciate your support - please tell your friends about us ,,
0,ok it finally changed but ugh it's too big!! u can't see the whole thing!  i can't win,,
0,No signal in the academy  papa roach fuckin owned! Had to escape the pit before CMB moment lol,mixed_language; ,mixed_language; 
4,@marci723 hahaha doing a &quot;reasearch&quot; paper  haha dang today was crazy in the forum ufffffffffff!,,
4,@kailodelf ur trying to read me now? doctor of psych you should be.. ,,
0,Using a temporary mouse since my trackball is breaking down. I can feel the RSI crawling up my wrist already  .,,
0,@firlachiel@gaby3101 IÂ´m hearing your scream...stop please....wait.. sorry...it was mine ,,
4,@JBmyworldxx ohhhh! Just ignore what I wrote then ;)  I'm listening to Paranoid atm ,,
0,is nt happy with her bf now ,,
4,Phone being an arse. Fat policemen are arsier... How do you spell that? Watching Dangerous Minds  good bad movie!,,
0,Ive missed so much!!!  #masterchef,,
0,What happened to summer? The rain is pouringgg! I gotta go out in that soon! ,,
4,@jvannounce thanks for the add ,,
4,@Rove1974 stupid me.. last night I thought you were actually finishing your show.. until my brother told me it was a joke lol. MY BAD ,,
4,@fauntleroy oooh. Duh. That's laqueesha ,,
0,@DJDRAMA when are u comin back 2 toronto i couldnt make it tonite  heard its  craaaazy at Home right now!,,
4,@ESPN_ProdGirl thanks. we had a good team working on this. More stuff to come. ,,
0,@hotsaucedaily http://www.pclive.ie/ but no archive ,,
0,Finally on here! My twitter page has been broken   HOT day 2day!! Been to the beach and now sunbathing out back with Dewi. School 2moz !,,
4,@starlingpoet #recomendo tb ,non_english; ,non_english; 
0,@BurnDownParis ah cuz australians don't do anywork... and they wait to the last minute and freak out!! then i have to do it all ,,
4,I just joined twitter! ,,
4,excited for things that are coming my way... ,,
4,@HarryHarley Whew! I was a bit scared there.  I was about to put up the garlic.,,
4,I'm happy that New Moon is the #1 trending topic tonight ,,
4,My friend is getting me a kitty  and  I'm going to name her Chloe&lt;3&lt;3&lt;3,,
0,"@AshamantheCat i can't get to that video, it keeps going to the asha helping w computer video. ",,
4,@Campbellwil have fun! ,,
4,"@marissalevy thanks for checking out Top Shop for me, I've been tempted to go but just may pass ",,
0,Just updated one of my science scripts but Dreamweaver doesn't want to play nicely  http://tinyurl.com/dzeznn,,
0,"Damnn, sooo many tutions, so fucking frustrating.... ",,
4,-currently updating my facebook and friendster accounts.yikes! ,,
4,@BeyonceKnow Love U too Bee ,,
0,Think I broke Twitter on my Tumblr and Facebook pages. ,,
4,there appears to be a '  ' in limbo on my wp. now where did that come from i wonder,,
0,"Tut tut, it looks like rain ",,
0," cant afford to see Angels and Demons, so i watched it for free: http://tr.im/lvBu",duplicate_text; ,
4,@phill600 To answer your question: Is eating ok in public? Is breathing ok in public?  If so then so is breastfeeding. ,,
0,@popeyesmum Lovely! They're really hard to get rid of ,,
4,Dinner out with my family to celebrate my son's 20th birthday - it was great!  Back home for cake &amp; ice cream!   WOOOT!!!  ,,
0,"nice day today, brill. But got work... ",,
4,Just ate a huge burger and now it's time for a nap. ,,
4,google wave is the best ,,
0,@tasjaa I have 2 that won't disappear. I think I tried to pop them and now they're resistant to leaving! ,,
4,in need of more relaxation ,,
4,"@waddling yup am now, complications were had so am home mending now, good to be out of hospital, missing the endless cups of tea tho ",,
4,our june giveaway contest has officially ENDED!! thanks to all those that entered winners will be sent emails when the drawing is done ,,
0,"In dire need of a wash &amp; set, mani &amp; pedi   ~$kittle$~",,
4,@DavidSandumArt  Thanks David!  I'm laughing! I reminded myself to breathe yesterday on the shoot....I forget ,,
0,i miss @jordanknight!! i really do!! ,,
0,@themakelounge Lucky you! I've never been to either  The book is pretty - but a bit of style over substance I think.,,
0,Did not win Kelly Clarkson Tickets. Sorry Cecilia. Really wish I could give that to you! You so much deserve it.  ,,
0,Isp = down qMark = ,,
4,Favorite party about last night... Getting attention from guys while you sat and watched! ,,
0,"Is up way too early  ... Got fire training today, learning how to use a fire extinguisher. Surely you just point and squeeze :p",,
0,@miss_flora Thank you! me too ,non_english; ,non_english; 
4,"@hollywood92 Lol, we all suck, ha! Is yours GCSE or A-Level? Hope it goes well either way ",,
4,thankyouu! &lt;3 ,,
0,@politicsRboring thank you but I don't think people are listening ,,
4,@NikkiPoppins You can rush up to the stage at any point to take a pic. It is allowed  Have fun and I want details.,,
4,@yasexy ur faky givin u a run for ya money!!! Hang in there!!! Its jst jokes dats all  hope u gud,,
0,bed. work tomorrow ,,
0,Sore as helllll... :/ Mothers day though. I'm not a mother... No presents. ,,
4,I love Jane Austen. I read her books whenever I have free time ,,
0,lost in dc for like 45 mins....WTF!! on my way to the burg tired as shit ,,
4,i'm such a dork! to believe i don't know anything about @replies until now!! anyway i love the couple of @replies. hope there'll be more! ,,
0,Going to enjoy my day in work looking like a drowned rat. Fun times ,,
4,2 meaty curries done dahl well on the way - veggie stuff next - my whole body will reek of garlic &amp; Ginger for a week now ,,
0,"@promisesinvain, I think you should cook for me some time soon ",,
0,".@MonicaOnline I wish Sprint wld offer a pkg to help off-set the AT&amp;T ETF &amp; encourage switching. But I found a real person, &amp; they dont. ",,
4,Just finished my 3OT thriller on tape delay...SO GOOD!!! &amp; so nice of them to do it during the day instead of making me stay up late! ,,
0,watching a naked show called eloquent beauty. Damn rancid cabin fever ,,
4,http://twitpic.com/5db2j - Don't look at my face! ,,
4,Hooray think I'll spend time with someone who actually wants to spend time with me ,,
4,@sweatpantninja I was wondering where you were seated. wasnt it beautiful?! you should play there. ,,
4,"@Yorksville Glad to hear it  Kiddies on fine form, but WHERE do they get so much energy from ;)",,
0,@ComedyQueen am only 14  lol and where do you live?,,
0,@cpletch09 can i have some! i leave in like a day for colorado. i will miss you dearly. idk how u going to college and me here will work ,,
0,Brands hatch this weekend being regailed with stories of the action I've missed due to the day job ,,
4,@jonasbrothers http://twitpic.com/5nw9a - :O T-Shirt of Argentina... nice!  Come back to Perï¿½ guys!!! You have to visit Machu Picchu.. ...,,
0,@AlanReidHall no I don't use that appl! I looked at it and it sent off the tweet. Tried to delete but it won't go away ,,
4,hostage... probably the best movie ever made. i never get sick of it! ,,
4,@JelzMLilo and not texting me back. JERK. ,,
0,7 hours left ,non_english; ,non_english; 
4,@Jules0512 yup! Until Sunday ,,
4,@indiemoviemaker thanks 4 including me in your shoutout ,,
4,"@sorchamorrigan The tat looks neat. Yeah, I can't see me getting anything permanent. I get bored too easily. ",,
0,thinks it's lame that Twitter won't let me use my normal username because of their dumb character limit.  I am now farmtownkitty LOL,,
4,Just met a friend I like! She's one of my friends I went to Franbe with   Talking with her made me happy.,,
4,Gonna try for the 2nd time today and get podium to work how I want it to (lights are a nightmare...) after some lunch &amp; my wife and kids! ,,
0,"goodnight all! off to do some reading and sleep, so i can study tomorrow! ",,
